"movie_name";"daily_gross";"gross_to_date";"gross_per_theater";"date"
"Once I Was a Beehive";109;732655;22;2015-11-30
"Star Wars: The Force Awakens";22932686;651967269;5547;2015-12-31
"Daddy's Home";5881997;64684278;1798;2015-12-31
"Joy";3213634;28310094;1110;2015-12-31
"Alvin and the Chipmunks: The Road Chip";3208787;55575427;866;2015-12-31
"The Hateful Eight";3151247;13339210;1609;2015-12-31
"Sisters";2280740;49123380;770;2015-12-31
"The Big Short";2108383;23995178;1330;2015-12-31
"Concussion (2015)";1643068;17420369;578;2015-12-31
"Point Break (2015)";1230555;15584535;423;2015-12-31
"The Good Dinosaur";1217895;110716470;571;2015-12-31
"The Hunger Games: Mockingjay - Part 2";1021162;269569121;563;2015-12-31
"Creed";758209;99385165;499;2015-12-31
"Brooklyn";333762;19563995;1113;2015-12-31
"The Danish Girl";294651;4506440;670;2015-12-31
"Spotlight";271407;25923879;565;2015-12-31
"Carol";237386;3801134;1319;2015-12-31
"In the Heart of the Sea";190170;23063385;278;2015-12-31
"Spectre";181351;197102585;488;2015-12-31
"The Peanuts Movie";138826;128235584;387;2015-12-31
"Krampus";132385;41465710;160;2015-12-31
"The Martian";114951;225345353;412;2015-12-31
"Youth";86866;1297379;583;2015-12-31
"The Revenant";72135;872519;18034;2015-12-31
"Dilwale";66662;4394522;294;2015-12-31
"Hotel Transylvania 2";59822;168471018;299;2015-12-31
"Goosebumps";43796;79132868;229;2015-12-31
"Trumbo (2015)";41726;6842950;351;2015-12-31
"The Intern";30801;75574886;204;2015-12-31
"Love the Coopers";29975;26054993;122;2015-12-31
"Anomalisa";23728;75410;5932;2015-12-31
"The Night Before";15711;42884826;73;2015-12-31
"The 33";10745;12049242;97;2015-12-31
"Macbeth (2015)";9229;857051;308;2015-12-31
"The Secret in their Eyes (2015)";6788;20070622;94;2015-12-31
"Sicario";6684;46770373;93;2015-12-31
"Maze Runner: The Scorch Trials";5456;81630702;92;2015-12-31
"Pan";4993;35057457;89;2015-12-31
"Chi-Raq";4578;2570882;229;2015-12-31
"Mustang";4456;159130;446;2015-12-31
"Suffragette";3181;4657235;138;2015-12-31
"Legend";2565;1852124;135;2015-12-31
"The Last Witch Hunter";2076;27367660;69;2015-12-31
"Hitchcock/Truffaut";1815;199266;227;2015-12-31
"Woodlawn";736;14374957;92;2015-12-31
"The Letters";622;1627427;89;2015-12-31
"Burnt";185;13594751;62;2015-12-31
"Yellow Day (2015)";37;30697;4;2015-12-31
"Kung Fu Panda 3";12672117;41282042;3204;2016-01-31
"The Revenant";3768182;138550898;1132;2016-01-31
"Star Wars: The Force Awakens";3558021;895760846;1392;2016-01-31
"The Finest Hours";2614512;10288932;832;2016-01-31
"Ride Along 2";2166285;70856300;898;2016-01-31
"Dirty Grandpa";2032794;22837059;698;2016-01-31
"The 5th Wave";1934696;20330975;665;2016-01-31
"13 Hours: The Secret Soldiers of Benghazi";1810547;42848089;646;2016-01-31
"The Boy (2016)";1751129;21185304;656;2016-01-31
"Fifty Shades of Black";1260480;5900528;607;2016-01-31
"The Big Short";863475;60963697;878;2016-01-31
"Daddy's Home";817727;143036385;476;2016-01-31
"Brooklyn";497516;30432320;665;2016-01-31
"Spotlight";394599;34765827;552;2016-01-31
"Norm of the North";345610;15964838;229;2016-01-31
"Jane Got a Gun";230457;835572;190;2016-01-31
"The Hateful Eight";224628;52368676;445;2016-01-31
"Joy";154175;55368577;345;2016-01-31
"Sisters";145085;86119480;274;2016-01-31
"Alvin and the Chipmunks: The Road Chip";143443;83281601;317;2016-01-31
"Carol";137349;11403211;439;2016-01-31
"Anomalisa";104764;1933392;620;2016-01-31
"The Forest";92445;25943940;174;2016-01-31
"The Danish Girl";87625;10332364;391;2016-01-31
"Creed";74582;108691646;301;2016-01-31
"The Hunger Games: Mockingjay - Part 2";67241;280737534;265;2016-01-31
"The Martian";58817;227938641;256;2016-01-31
"Point Break (2015)";45004;28457841;262;2016-01-31
"Concussion (2015)";40416;34099541;256;2016-01-31
"Spectre";33324;199475816;171;2016-01-31
"In the Heart of the Sea";32095;24860870;207;2016-01-31
"The Peanuts Movie";32048;129889987;179;2016-01-31
"Trumbo (2015)";29081;7630772;373;2016-01-31
"Goosebumps";22614;79968628;257;2016-01-31
"Hotel Transylvania 2";21649;169559753;199;2016-01-31
"Youth";20423;2516402;464;2016-01-31
"Saala Khadoos";20004;76931;286;2016-01-31
"Boy and the World";3504;47618;219;2016-01-31
"Macbeth (2015)";3108;1077472;239;2016-01-31
"Caged No More";3103;108414;222;2016-01-31
"Wazir";2967;1121009;247;2016-01-31
"Burnt";2128;13645010;79;2016-01-31
"Remember (Canada Release)";1460;536415;243;2016-01-31
"Gabo: The Creation of Gabriel Garcia Marquez";649;16418;649;2016-01-31
"Trust Fund";459;35435;459;2016-01-31
"Only Yesterday (2016 re-release)";444;56304;444;2016-01-31
"The Winding Stream";204;19808;204;2016-01-31
"Dreams Rewired";193;7900;97;2016-01-31
"Woodlawn";122;14393115;61;2016-01-31
"Deadpool";2330907;287585111;604;2016-02-29
"Gods of Egypt";956074;15079977;307;2016-02-29
"Triple 9";520325;6629410;236;2016-02-29
"The Revenant";511474;171171234;311;2016-02-29
"Risen";505575;23024343;173;2016-02-29
"The Witch";427538;17102975;194;2016-02-29
"Kung Fu Panda 3";426489;128780287;129;2016-02-29
"Eddie the Eagle";366575;6451257;180;2016-02-29
"How to Be Single";364437;39843665;120;2016-02-29
"Race (2016)";306976;13999888;129;2016-02-29
"Star Wars: The Force Awakens";237419;926225742;166;2016-02-29
"Spotlight";167729;39289249;245;2016-02-29
"Zoolander 2";146077;27489375;74;2016-02-29
"Hail, Caesar!";96990;28477880;101;2016-02-29
"The Big Short";80136;68600710;148;2016-02-29
"Ride Along 2";75880;88568975;81;2016-02-29
"Brooklyn";67889;36593350;142;2016-02-29
"The Mermaid (Mei ren yu)";59133;2107996;768;2016-02-29
"The Choice";53685;18072377;51;2016-02-29
"The Boy (2016)";42912;34587183;64;2016-02-29
"The 5th Wave";41847;33138804;71;2016-02-29
"Daddy's Home";30323;148428198;82;2016-02-29
"The Little Prince";28329;362669;393;2016-02-29
"13 Hours: The Secret Soldiers of Benghazi";27735;52283026;87;2016-02-29
"Dirty Grandpa";25738;35151844;71;2016-02-29
"Busco Novio Para Mi Mujer";24940;1509866;70;2016-02-29
"Neerja";23679;1279788;196;2016-02-29
"Carol";17883;12519390;89;2016-02-29
"Fifty Shades of Black";14129;11425102;91;2016-02-29
"Creed";12701;109725586;69;2016-02-29
"Alvin and the Chipmunks: The Road Chip";11259;84833508;46;2016-02-29
"The Hateful Eight";8934;53585444;116;2016-02-29
"Anomalisa";8069;2598812;58;2016-02-29
"Pride and Prejudice and Zombies";7334;10914625;60;2016-02-29
"Norm of the North";6700;16827445;28;2016-02-29
"The Danish Girl";6608;11011016;99;2016-02-29
"Sisters";6120;86978220;51;2016-02-29
"Joy";6085;56359659;64;2016-02-29
"Only Yesterday (2016 re-release)";5550;127188;427;2016-02-29
"The Forest";4885;26493789;48;2016-02-29
"Mustang";3423;725211;118;2016-02-29
"The Martian";3340;228383455;60;2016-02-29
"Spectre";3337;199851020;36;2016-02-29
"Touched with Fire";1552;140257;78;2016-02-29
"Hotel Transylvania 2";1484;169694056;46;2016-02-29
"Trumbo (2015)";1114;7851324;36;2016-02-29
"Remember (Canada Release)";618;542806;618;2016-02-29
"Boy and the World";506;119188;19;2016-02-29
"Rams (Hr<fa>tar)";326;72855;54;2016-02-29
"Until Forever";290;30236;36;2016-02-29
"Dreams Rewired";137;10878;137;2016-02-29
"Batman v Superman: Dawn of Justice";7742367;209072793;1825;2016-03-31
"Zootopia";3201262;255939310;872;2016-03-31
"My Big Fat Greek Wedding 2";1629220;25363730;520;2016-03-31
"Miracles from Heaven";1086217;39272927;356;2016-03-31
"The Divergent Series: Allegiant";907481;50659724;243;2016-03-31
"10 Cloverfield Lane";666067;58813060;238;2016-03-31
"Deadpool";532739;351608934;228;2016-03-31
"London Has Fallen";318795;57175972;147;2016-03-31
"Hello, My Name is Doris";246376;4254094;508;2016-03-31
"Star Wars: The Force Awakens";143797;934216519;261;2016-03-31
"Whiskey Tango Foxtrot";104513;21773817;123;2016-03-31
"Eye in the Sky";100324;2094375;816;2016-03-31
"Kung Fu Panda 3";89291;139803213;186;2016-03-31
"The Perfect Match";60899;9039991;93;2016-03-31
"The Revenant";53180;182304242;105;2016-03-31
"Risen";48665;36277677;77;2016-03-31
"Kapoor & Sons - Since 1921";32712;2111942;214;2016-03-31
"Gods of Egypt";32176;30373182;68;2016-03-31
"The Young Messiah";30124;6387214;34;2016-03-31
"Eddie the Eagle";26091;15318921;100;2016-03-31
"Daddy's Home";22184;150188490;107;2016-03-31
"How to Be Single";20968;46478255;112;2016-03-31
"Race (2016)";19985;18896520;111;2016-03-31
"Spotlight";18768;44420655;91;2016-03-31
"Everybody Wants Some!!";18069;48457;3614;2016-03-31
"Alvin and the Chipmunks: The Road Chip";16511;85643880;112;2016-03-31
"The Brothers Grimsby";14483;6795847;73;2016-03-31
"Ride Along 2";13250;90752320;85;2016-03-31
"Brooklyn";12260;38116430;143;2016-03-31
"Midnight Special";11965;413235;2393;2016-03-31
"Triple 9";11627;12526685;135;2016-03-31
"The 5th Wave";9346;34294936;102;2016-03-31
"The Little Prince";7816;1147782;115;2016-03-31
"Marguerite";6625;153601;221;2016-03-31
"The Boy (2016)";6531;35819556;84;2016-03-31
"The Choice";6025;18730891;57;2016-03-31
"The Big Short";5017;70177618;75;2016-03-31
"El Clan";4777;90767;281;2016-03-31
"Only Yesterday (2016 re-release)";4431;434118;164;2016-03-31
"Born to be Blue";3343;111946;279;2016-03-31
"The Mermaid (Mei ren yu)";3105;3224258;194;2016-03-31
"Zoolander 2";2649;28848693;44;2016-03-31
"The Hateful Eight";2312;54008144;61;2016-03-31
"Carol";1556;12711491;68;2016-03-31
"Remember (Canada Release)";1426;547009;713;2016-03-31
"Rams (Hr<fa>tar)";1311;132585;131;2016-03-31
"April and the Extraordinary World";1253;16949;1253;2016-03-31
"Ran (2016 re-issue)";1227;44005;409;2016-03-31
"Mustang";570;825552;81;2016-03-31
"The Dog Wedding";492;24571;492;2016-03-31
"Spectre";79;200069575;6;2016-03-31
"Ktown Cowboys";77;18863;77;2016-03-31
"No Home Movie";77;846;77;2016-03-31
"The Boy and the Beast";76;490643;76;2016-03-31
"Miss India America";69;1598;23;2016-03-31
"I Don't Belong Anywhere: The Cinema of Chantal Akerman";24;737;24;2016-03-31
"The Jungle Book (2016)";19618425;239552098;4855;2016-04-30
"The Huntsman: Winter's War";4278720;31543995;1125;2016-04-30
"Keanu";3701694;7145591;1393;2016-04-30
"Mother's Day";3343216;6129229;1102;2016-04-30
"Barbershop: The Next Cut";2878951;43105555;1246;2016-04-30
"Zootopia";2480428;322243582;997;2016-04-30
"Ratchet & Clank";1998280;3493624;691;2016-04-30
"The Boss";1981050;55040395;702;2016-04-30
"Batman v Superman: Dawn of Justice";1800414;324062581;773;2016-04-30
"Criminal (2016)";601423;13117513;381;2016-04-30
"My Big Fat Greek Wedding 2";500220;56990595;458;2016-04-30
"Eye in the Sky";416142;16150718;678;2016-04-30
"A Hologram for the King";412231;2308433;788;2016-04-30
"Green Room";358140;1076976;762;2016-04-30
"God's Not Dead 2";263721;19751703;357;2016-04-30
"Compadres";256057;2142098;696;2016-04-30
"Miracles from Heaven";244553;59517834;371;2016-04-30
"Deadpool";206322;361719716;504;2016-04-30
"Papa: Hemingway in Cuba";203000;338200;625;2016-04-30
"Hello, My Name is Doris";196751;12642204;485;2016-04-30
"Everybody Wants Some!!";169201;2895020;383;2016-04-30
"Sing Street";149041;492367;1433;2016-04-30
"10 Cloverfield Lane";139511;71173096;457;2016-04-30
"The Divergent Series: Allegiant";138026;65459074;337;2016-04-30
"Kung Fu Panda 3";134063;141921469;520;2016-04-30
"Elvis & Nixon";96621;834869;312;2016-04-30
"Baaghi";96168;169160;1233;2016-04-30
"London Has Fallen";62896;61900824;353;2016-04-30
"Spotlight";39729;44954808;177;2016-04-30
"The Revenant";32065;183520233;227;2016-04-30
"Midnight Special";31929;3565168;313;2016-04-30
"Meet the Blacks";30657;8856224;333;2016-04-30
"Hardcore Henry";27803;9191802;234;2016-04-30
"The 5th Wave";27200;34785676;368;2016-04-30
"Gods of Egypt";25822;31070680;241;2016-04-30
"Risen";18353;36786225;182;2016-04-30
"Eddie the Eagle";14156;15722788;240;2016-04-30
"Saturday's Warrior";11943;496797;629;2016-04-30
"Louder than Bombs";9014;118734;225;2016-04-30
"April and the Extraordinary World";8851;212440;295;2016-04-30
"Term Life";5180;9305;104;2016-04-30
"The Little Prince";3112;1290394;115;2016-04-30
"The Winding Stream";932;32875;466;2016-04-30
"Bourek";580;2192;580;2016-04-30
"The Silence of Mark Rothko";148;416;148;2016-04-30
"Ingrid Bergman: In Her Own Words";104;133616;104;2016-04-30
"The Dog Wedding";96;28999;96;2016-04-30
"X-Men: Apocalypse";6514207;86324340;1570;2016-05-31
"Alice Through the Looking Glass";2767479;36275100;735;2016-05-31
"The Angry Birds Movie";1831121;74045385;466;2016-05-31
"Captain America: Civil War";1548605;379029062;456;2016-05-31
"Neighbors 2: Sorority Rising";1339695;42019250;392;2016-05-31
"The Nice Guys";833926;24451030;291;2016-05-31
"The Jungle Book (2016)";833113;341857668;330;2016-05-31
"Money Monster";481718;35760119;208;2016-05-31
"Love & Friendship";251160;4399698;509;2016-05-31
"The Darkness";98914;10099194;99;2016-05-31
"Zootopia";93848;336258682;164;2016-05-31
"The Lobster (US Release)";79271;1907855;683;2016-05-31
"Batman v Superman: Dawn of Justice";48251;329527569;134;2016-05-31
"A Bigger Splash";47009;1480116;124;2016-05-31
"The Huntsman: Winter's War";35625;47611650;95;2016-05-31
"Mother's Day";33916;32216536;101;2016-05-31
"Barbershop: The Next Cut";29573;53338692;112;2016-05-31
"Miracles from Heaven";22780;61096787;110;2016-05-31
"Kung Fu Panda 3";22078;143165283;114;2016-05-31
"The Boss";21330;62758195;92;2016-05-31
"Sing Street";15342;2819902;88;2016-05-31
"Deadpool";12317;362952685;88;2016-05-31
"Hello, My Name is Doris";11439;14214201;138;2016-05-31
"Keanu";9820;20340239;81;2016-05-31
"The Divergent Series: Allegiant";8271;66166201;54;2016-05-31
"10 Cloverfield Lane";7742;72062960;65;2016-05-31
"Eye in the Sky";7637;18394076;94;2016-05-31
"Green Room";6822;3168733;227;2016-05-31
"Ratchet & Clank";6114;8807022;38;2016-05-31
"London Has Fallen";5806;62512722;60;2016-05-31
"Minimalism: A Documentary About the Important Things";4848;161162;211;2016-05-31
"Kaptaan";4573;200831;199;2016-05-31
"A Hologram for the King";3490;4122190;92;2016-05-31
"God's Not Dead 2";2855;20679703;59;2016-05-31
"The Unknowns";1607;27370;77;2016-05-31
"Saturday's Warrior";1274;604442;212;2016-05-31
"Meet the Blacks";1211;9077310;43;2016-05-31
"The Fallen Idol (2016 re-issue)";1149;16867;575;2016-05-31
"The Little Prince";735;1332191;74;2016-05-31
"Papa: Hemingway in Cuba";703;1111079;59;2016-05-31
"Almost Holy";385;7702;77;2016-05-31
"The Congressman";290;67732;73;2016-05-31
"April and the Extraordinary World";68;292212;8;2016-05-31
"Finding Dory";8768132;330349602;2037;2016-06-30
"Independence Day: Resurgence";2762799;56157073;669;2016-06-30
"Central Intelligence";2052064;79437074;585;2016-06-30
"The Shallows";1865841;26251647;630;2016-06-30
"The Conjuring 2";801014;91433538;264;2016-06-30
"Free State of Jones";679028;11065711;241;2016-06-30
"Now You See Me 2";631585;55739445;230;2016-06-30
"Me Before You";293895;52886795;191;2016-06-30
"Teenage Mutant Ninja Turtles: Out of the Shadows";275504;78747502;142;2016-06-30
"Alice Through the Looking Glass";265019;75280329;535;2016-06-30
"X-Men: Apocalypse";233888;152597455;139;2016-06-30
"Warcraft";195980;45288925;100;2016-06-30
"The Jungle Book (2016)";185393;358834598;388;2016-06-30
"Captain America: Civil War";160736;404648388;213;2016-06-30
"The Angry Birds Movie";85140;105367614;192;2016-06-30
"Love & Friendship";68642;12145324;244;2016-06-30
"The Neon Demon";65891;961693;84;2016-06-30
"The Lobster (US Release)";58482;7243138;278;2016-06-30
"The Nice Guys";50158;35217947;172;2016-06-30
"Zootopia";49093;340551819;211;2016-06-30
"Neighbors 2: Sorority Rising";30015;55020520;159;2016-06-30
"Genius";29315;923048;193;2016-06-30
"Money Monster";15327;40601072;117;2016-06-30
"The Music of Strangers";15111;238058;351;2016-06-30
"Swiss Army Man";8461;154288;2820;2016-06-30
"Miracles from Heaven";7880;61591986;105;2016-06-30
"Barbershop: The Next Cut";7289;53918020;91;2016-06-30
"Hunt for the Wilderpeople";7186;112653;1437;2016-06-30
"Keanu";6533;20591853;57;2016-06-30
"Kung Fu Panda 3";5607;143467597;119;2016-06-30
"The Darkness";4975;10753574;63;2016-06-30
"Eye in the Sky";4022;18644548;86;2016-06-30
"Sing Street";3701;3086428;112;2016-06-30
"Gentleman";3633;825874;52;2016-06-30
"Hello, My Name is Doris";2099;14415010;72;2016-06-30
"God's Not Dead 2";1325;20754356;70;2016-06-30
"Saturday's Warrior";860;648049;172;2016-06-30
"Clown";814;55007;37;2016-06-30
"A Hologram for the King";730;4203195;52;2016-06-30
"The Fallen Idol (2016 re-issue)";269;48351;269;2016-06-30
"Band of Outsiders (2016 re-issue)";259;29567;259;2016-06-30
"Paths of the Soul";156;17765;156;2016-06-30
"The Vigilante Diaries";80;1991;40;2016-06-30
"No Home Movie";69;29620;69;2016-06-30
"Almost Holy";48;19633;16;2016-06-30
"Jason Bourne";15807760;59215365;3926;2016-07-31
"Star Trek Beyond";8140670;106474717;2072;2016-07-31
"Bad Moms";6459757;23817340;2009;2016-07-31
"The Secret Life of Pets";6034595;296882885;1641;2016-07-31
"Ice Age: Collision Course";3459627;42598462;866;2016-07-31
"Ghostbusters (2016)";3180593;106497206;1042;2016-07-31
"Lights Out";3143229;42870363;1109;2016-07-31
"Nerve";2884507;15496743;1137;2016-07-31
"Finding Dory";1483808;469115677;856;2016-07-31
"The Legend of Tarzan";793372;121918228;528;2016-07-31
"Hillary's America: The Secret History of the Democratic Party";789236;8746910;740;2016-07-31
"Cafe Society";731174;3990260;1294;2016-07-31
"Mike and Dave Need Wedding Dates";437511;43990069;409;2016-07-31
"Captain Fantastic";334060;2462869;607;2016-07-31
"The Infiltrator";289159;14387490;445;2016-07-31
"Absolutely Fabulous: The Movie";273782;3396822;771;2016-07-31
"Central Intelligence";272354;125300228;418;2016-07-31
"The Purge: Election Year";193280;78392445;379;2016-07-31
"The BFG";139234;52146349;510;2016-07-31
"Hunt for the Wilderpeople";115764;2939788;665;2016-07-31
"The Jungle Book (2016)";94794;362219292;421;2016-07-31
"Independence Day: Resurgence";77676;101964419;342;2016-07-31
"Teenage Mutant Ninja Turtles: Out of the Shadows";71186;81375756;419;2016-07-31
"The Shallows";63204;54137077;455;2016-07-31
"The Conjuring 2";53316;102119412;219;2016-07-31
"Alice Through the Looking Glass";48569;76645512;333;2016-07-31
"The Angry Birds Movie";44263;107011419;249;2016-07-31
"Now You See Me 2";35125;64554806;260;2016-07-31
"Me Before You";33063;56009152;176;2016-07-31
"Indignation";31490;93125;7873;2016-07-31
"League of Gods";27395;84779;507;2016-07-31
"Captain America: Civil War";22608;406938832;266;2016-07-31
"Love & Friendship";19529;13807266;376;2016-07-31
"Gleason";18521;91583;2058;2016-07-31
"The Lobster (US Release)";16905;8568445;545;2016-07-31
"The Music of Strangers";13225;1001042;265;2016-07-31
"Swiss Army Man";9009;4093541;273;2016-07-31
"The Nice Guys";7078;36247227;161;2016-07-31
"Our Kind of Traitor";6894;3085796;209;2016-07-31
"Life, Animated";5942;165643;258;2016-07-31
"Phantom Boy";3762;20727;251;2016-07-31
"Money Monster";2466;41008532;176;2016-07-31
"Zootopia";2144;341264012;89;2016-07-31
"Genius";1927;1342607;175;2016-07-31
"Under the Sun (2016)";1426;66552;475;2016-07-31
"The Neon Demon";818;1330827;136;2016-07-31
"Beta Test";200;8966;200;2016-07-31
"Saturday's Warrior";4;676390;2;2016-07-31
"Don't Breathe";1853494;33592654;608;2016-08-31
"Suicide Squad";954664;286417209;267;2016-08-31
"Sausage Party";722605;82421152;230;2016-08-31
"War Dogs";663576;29842809;204;2016-08-31
"Kubo and the Two Strings";648952;27169092;198;2016-08-31
"Pete's Dragon (2016)";648590;57026924;200;2016-08-31
"Bad Moms";595381;97148174;232;2016-08-31
"Mechanic: Resurrection";566106;9595861;251;2016-08-31
"Hell or High Water";443174;9673109;375;2016-08-31
"Jason Bourne";434225;150710045;178;2016-08-31
"Ben-Hur (2016)";404709;21091290;131;2016-08-31
"The Secret Life of Pets";384130;354602045;184;2016-08-31
"Florence Foster Jenkins";380040;20996630;287;2016-08-31
"Star Trek Beyond";219413;151610751;172;2016-08-31
"Hands of Stone";173891;2251323;114;2016-08-31
"Southside with You";167312;3491382;206;2016-08-31
"Finding Dory";80272;479845574;233;2016-08-31
"Ghostbusters (2016)";53318;125124882;123;2016-08-31
"Greater";51091;786220;150;2016-08-31
"Ice Age: Collision Course";44954;61867839;99;2016-08-31
"Lights Out";43748;65628343;73;2016-08-31
"Cafe Society";42757;10115318;198;2016-08-31
"Nine Lives (2016)";39265;18389081;74;2016-08-31
"Nerve";32186;36914541;71;2016-08-31
"The Jungle Book (2016)";31923;363656777;91;2016-08-31
"The BFG";27898;54404584;119;2016-08-31
"Indignation";27148;2886078;158;2016-08-31
"Captain Fantastic";27050;5120042;222;2016-08-31
"The Legend of Tarzan";25374;125985795;88;2016-08-31
"Anthropoid";15436;2814598;124;2016-08-31
"Hunt for the Wilderpeople";15162;4440293;152;2016-08-31
"Central Intelligence";14837;127426401;72;2016-08-31
"A Tale of Love and Darkness";12269;203692;472;2016-08-31
"The Shallows";10317;54824957;75;2016-08-31
"Mike and Dave Need Wedding Dates";8290;45754968;88;2016-08-31
"Captain America: Civil War";7938;407857896;85;2016-08-31
"Hillary's America: The Secret History of the Democratic Party";6761;12497435;85;2016-08-31
"Absolutely Fabulous: The Movie";5987;4673155;158;2016-08-31
"Independence Day: Resurgence";5963;102892875;53;2016-08-31
"Kingsglaive: Final Fantasy: XV";4943;248688;190;2016-08-31
"The Infiltrator";4631;15269611;160;2016-08-31
"Generation Found";4094;38779;1024;2016-08-31
"The Music of Strangers";3205;1130153;178;2016-08-31
"Teenage Mutant Ninja Turtles: Out of the Shadows";2728;81996273;37;2016-08-31
"Gleason";2592;581877;74;2016-08-31
"The Angry Birds Movie";1571;107487453;35;2016-08-31
"Morris from America";1506;40283;167;2016-08-31
"The Seasons in Quincy: Four Portraits of John Berger";1488;1488;1488;2016-08-31
"Love & Friendship";1241;13988577;62;2016-08-31
"Mohenjo Daro";1153;1255887;52;2016-08-31
"Life, Animated";1065;226080;18;2016-08-31
"Alice Through the Looking Glass";909;77040403;36;2016-08-31
"The Lobster (US Release)";807;8687640;115;2016-08-31
"Our Kind of Traitor";657;3148784;131;2016-08-31
"Elevator to the Gallows (2016 re-issue)";602;55538;201;2016-08-31
"Swiss Army Man";533;4184161;76;2016-08-31
"The Sea of Trees";164;2894;82;2016-08-31
"Under the Sun (2016)";160;82500;80;2016-08-31
"My Best Friend's Wedding (2016)";151;78513;151;2016-08-31
"Miss Peregrine's Home for Peculiar Children";9041770;9041770;2567;2016-09-30
"Deepwater Horizon";7067243;7067243;2169;2016-09-30
"The Magnificent Seven (2016)";4605337;50511238;1253;2016-09-30
"Storks";3116360;28127634;795;2016-09-30
"Sully";2486884;99474347;669;2016-09-30
"Masterminds (2016)";2325546;2325546;764;2016-09-30
"Queen of Katwe";705089;1108098;568;2016-09-30
"Bridget Jones's Baby";703600;19355335;342;2016-09-30
"Don't Breathe";676849;83036786;409;2016-09-30
"Snowden";550045;17250292;302;2016-09-30
"Suicide Squad";490081;319430710;299;2016-09-30
"Blair Witch";486526;18043614;266;2016-09-30
"M.S. Dhoni: The Untold Story";386498;386498;1510;2016-09-30
"When the Bough Breaks";329595;27643511;366;2016-09-30
"Bad Moms";146173;112185633;261;2016-09-30
"Hell or High Water";143141;25405267;275;2016-09-30
"The Secret Life of Pets";92435;364578635;200;2016-09-30
"Kubo and the Two Strings";92376;46366152;176;2016-09-30
"No Manches Frida";86282;10607054;337;2016-09-30
"Pete's Dragon (2016)";79110;74506768;180;2016-09-30
"Jason Bourne";62825;161553325;199;2016-09-30
"Star Trek Beyond";60577;158279010;216;2016-09-30
"Sausage Party";59700;96651099;260;2016-09-30
"Ghostbusters (2016)";54674;127538913;271;2016-09-30
"Denial";37864;37864;7573;2016-09-30
"War Dogs";37061;42679043;223;2016-09-30
"The Light Between Oceans";35613;12163078;202;2016-09-30
"Finding Dory";29423;484276536;212;2016-09-30
"Florence Foster Jenkins";26950;27083574;211;2016-09-30
"American Honey";25323;25323;6331;2016-09-30
"Ice Age: Collision Course";24792;63750096;164;2016-09-30
"Mechanic: Resurrection";22106;20864599;160;2016-09-30
"Nerve";17079;38517518;136;2016-09-30
"Ben-Hur (2016)";15499;26347781;125;2016-09-30
"Cafe Society";13521;11043906;211;2016-09-30
"Hunt for the Wilderpeople";12822;5052358;242;2016-09-30
"The Wild Life (2016)";12107;7814135;81;2016-09-30
"The BFG";11804;55400479;137;2016-09-30
"Hillsong - Let Hope Rise";10905;2276838;125;2016-09-30
"Greater";10690;1871300;261;2016-09-30
"Captain Fantastic";8955;5735114;208;2016-09-30
"Nine Lives (2016)";7983;19425279;133;2016-09-30
"Indignation";5510;3325336;240;2016-09-30
"Hands of Stone";5052;4688806;95;2016-09-30
"Mr. Church";4798;650318;98;2016-09-30
"Demon";4702;68274;196;2016-09-30
"Southside with You";3848;6263064;137;2016-09-30
"Victor";2600;84928;260;2016-09-30
"A Tale of Love and Darkness";2042;563111;97;2016-09-30
"Tharlo";1800;6804;900;2016-09-30
"Under the Sun (2016)";1533;95114;767;2016-09-30
"Other People";1233;86740;308;2016-09-30
"The Disappointments Room";1047;2400144;105;2016-09-30
"Tanna";990;16848;198;2016-09-30
"Seed: The Untold Story";872;18523;87;2016-09-30
"Embrace: The Documentary";704;161101;29;2016-09-30
"Saturday's Warrior";494;738003;71;2016-09-30
"The Music of Strangers";302;1165380;34;2016-09-30
"Life, Animated";275;252305;69;2016-09-30
"Made in France";270;4780;270;2016-09-30
"La Notte (2016 re-release)";223;33075;223;2016-09-30
"Reparation";219;20855;219;2016-09-30
"Elevator to the Gallows (2016 re-issue)";180;101459;180;2016-09-30
"Miss Stevens";137;4024;137;2016-09-30
"The Seasons in Quincy: Four Portraits of John Berger";79;21338;79;2016-09-30
"Paths of the Soul";75;27686;75;2016-09-30
"Hillary's America: The Secret History of the Democratic Party";64;13087586;13;2016-09-30
"Boo! A Madea Halloween";1941626;54506281;845;2016-10-31
"Inferno";1389565;16249990;389;2016-10-31
"Ouija: Origin of Evil";1231005;25909815;389;2016-10-31
"Jack Reacher: Never Go Back";1061851;40831775;281;2016-10-31
"The Accountant";1001126;62264350;294;2016-10-31
"The Girl on the Train (2016)";472435;66507930;171;2016-10-31
"Miss Peregrine's Home for Peculiar Children";403073;80380927;144;2016-10-31
"Keeping Up with the Joneses";348857;11143277;115;2016-10-31
"Deepwater Horizon";238093;58592459;116;2016-10-31
"Storks";208443;68519195;110;2016-10-31
"The Magnificent Seven (2016)";175842;91399845;132;2016-10-31
"Kevin Hart: What Now?";157620;22099375;95;2016-10-31
"Ae Dil Hai Mushkil";144750;2336030;479;2016-10-31
"Sully";143327;122493543;168;2016-10-31
"Denial";79688;3087900;136;2016-10-31
"Middle School: The Worst Years of My Life";79024;18566525;61;2016-10-31
"Moonlight (2016)";77968;1498875;2166;2016-10-31
