"movie_name";"max.gross_to_date"
"The Judge";47003241
"The Jungle Book (2016)";363656777
"The Jungle Book 2";47583511
"The Karate Kid";172723772
"The Kids Are All Right";20688088
"The Killing of a Sacred Deer";2151389
"The King's Speech";135453143
"The King's Speech (PG-13)";3325961
"The King and the Mockingbird";25169
"The King of Kong: A Fistful of Quarters";628415
"The Kingdom";46277095
"The Kings of Summer";925268
"The Kite Runner";15783805
"The Ladykillers";37403058
"The Lake House";52138898
"The Last 5 Years";131324
"The Last Airbender";130671505
"The Last Castle";18103504
"The Last Dalai Lama?";117443
"The Last Exorcism";40866055
"The Last Exorcism Part II";15152878
"The Last House on the Left (2009)";32513620
"The Last King of Scotland";17579843
"The Last Kiss (2006)";10114711
"The Last Legion";5933132
"The Last Mimzy";14850000
"The Last Mountain";112172
"The Last Samurai";111074195
"The Last Shot";215604
"The Last Song";57073193
"The Last Stand";12050299
"The Last Witch Hunter";27367660
"The Last Word";1761677
"The Lazarus Effect";25791067
"The League of Extraordinary Gentlemen";66449056
"The Legend of Bagger Vance";30915839
"The Legend of Hercules";18702120
"The Legend of Johnny Lingo";109868
"The Legend of Tarzan";125985795
"The Legend of Zorro";44665622
"The LEGO Batman Movie";175594868
"The LEGO Movie";257754698
"The LEGO Ninjago Movie";59281555
"The Letters";1627427
"The Libertine";4707432
"The Life Aquatic with Steve Zissou";11361325
"The Life of David Gale";19691533
"The Light Between Oceans";12536672
"The Limits of Control";425732
"The Lincoln Lawyer";57697213
"The Lion in Winter (2016 re-release)";16907
"The Lion King (in 3D)";93162303
"The Little Prince";1332191
"The Lives of Others";6371000
"The Lizzie McGuire Movie";38928617
"The Lobster (US Release)";8687640
"The Loft";2393650
"The Lone Ranger";85946073
"The Longest Ride";37084164
"The Longest Yard";158104652
"The Longshots";11406801
"The Lookout";1439000
"The Lord of the Rings: The Fellowship of the Ring";313157022
"The Lord of the Rings: The Return of the King";377019252
"The Lord of the Rings: The Two Towers";339751253
"The Lords of Salem";1083977
"The Losers";23247269
"The Lost City";191560
"The Lost City of Z";8493840
"The Lost Medallion";518738
"The Lost Skeleton of Cadavra";101486
"The Lost World: Jurassic Park";228907919
"The Love Guru";31914904
"The Love Letter";8009044
"The Love Punch";219173
"The Lovely Bones";43592366
"The Lovers";2175761
"The Loving Story (2016 re-release)";401
"The Lucky One";60286239
"The Lucky Ones";227469
"The Machinist";1059759
"The Magdalene Sisters";1751118
"The Magnificent Seven (2016)";93420253
"The Maid";558095
"The Man From U.N.C.L.E.";45110409
"The Man in 3B";280135
"The Man Who Fell to Earth (35th anniversary re-issue)";100072
"The Man Who Invented Christmas";5575759
"The Man with the Iron Fists";15314395
"The Man Without a Past";251814
"The Manchurian Candidate";65808594
"The Marine";18782953
"The Martian";228383455
"The Master";16160304
"The Master of Disguise";39423733
"The Matador";12272661
"The Matrix";171078487
"The Matrix Reloaded";281071684
"The Matrix Revolutions";139060698
"The Maze Runner";102104191
"The Mechanic";29097797
"The Medallion";15339957
"The Men Who Stare at Goats";32416109
"The Mermaid (Mei ren yu)";3224258
"The Messenger: The Story of Joan of Arc";12927726
"The Messengers";33659409
"The Mexican";66845033
"The Mighty Macs";1891936
"The Missing";26675995
"The Mist";25567061
"The Monuments Men";76625973
"The Mortal Instruments: City of Bones";20965821
"The Mothman Prophecies";13857629
"The Motorcycle Diaries";9301385
"The Mountain Between Us";29863957
"The Mummy";154991745
"The Mummy (2017)";79741080
"The Mummy Returns";202007640
"The Mummy: Tomb of the Dragon Emperor";97858315
"The Muppets";81795283
"The Muse";4604782
"The Music Never Stopped";256590
"The Music of Strangers";1165380
"The Musketeer";25534375
"The Namesake";13487665
"The Nanny Diaries";25783499
"The Nativity Story";36276572
"The Neon Demon";1330827
"The New Girlfriend";109961
"The New Guy";25837499
"The New Twenty";12311
"The Next Three Days";21102239
"The Nice Guys";36247227
"The Night Before";42884826
"The Notebook";67445000
"The November Man";24859797
"The Number 23";16959000
"The Nut Job";64183799
"The Nut Job 2: Nutty by Nature";23840504
"The Nutcracker in 3D";93148
"The Nutty Professor (1996)";25411725
"The Nutty Professor II: The Klumps";123305415
"The Obama Effect";110551
"The Odd Life of Timothy Green";49711037
"The Omega Code";6411725
"The Omen (2006)";54490036
"The One";42518651
"The One I Love";502865
"The Only Living Boy in New York";496542
"The Open Road";13991
"The Order";7547574
"The Original Kings of Comedy";22987876
"The Orphanage";7152397
"The Other Boleyn Girl";25052583
"The Other End of the Line";115024
"The Other Guys";118754882
"The Other Man";119610
"The Other Woman (2014)";83882172
"The Pacifier";108032693
"The Painted Veil";7919511
"The Painting (2013)";20695
"The Passion of the Christ";369727030
"The Passionate Thief (2014 re-release)";31539
"The Patriot";101745737
"The Peacemaker";41183406
"The Peanuts Movie";129889987
"The People I've Slept With";11534
"The Perfect Game";914916
"The Perfect Guy";57020349
"The Perfect Holiday";5797966
"The Perfect Man";16037185
"The Perfect Match";9039991
"The Perfect Score";10390176
"The Perfect Storm";176139175
"The Perks of Being a Wallflower";17724248
"The Phantom of the Opera";51184550
"The Pianist";31404825
"The Pink Panther (2006)";81398292
"The Pink Panther 2";31863279
"The Pirates Who Don't Do Anything";12613685
"The Pirates! Band of Misfits";29499632
"The Place Beyond the Pines";21073184
"The Polar Express";162648584
"The Polar Express (2011 re-issue)";704882
"The Polar Express (2012 re-issue)";667342
"The Polar Express (2016 re-issue)";763440
"The Polar Express (2017 re-release)";292230
"The Polar Express (IMAX re-issue 2005)";10898501
"The Polar Express (IMAX re-issue 2006)";2770777
"The Polar Express (IMAX re-issue 2007)";2301119
"The Polar Express (IMAX re-issue 2008)";1618248
"The Polar Express (IMAX re-issue 2009)";497657
"The Polar Express (IMAX re-issue 2010)";660873
"The Possession";48885581
"The Post";1760121
"The Powerpuff Girls Movie";11401805
"The Prestige";51303155
"The Prince and Me";27818844
"The Prince of Egypt";100890170
"The Princess and the Frog";76035028
"The Princess Diaries 2: Royal Engagement";93495479
"The Prize Winner of Defiance, Ohio";552537
"The Producers";18950567
"The Promise";639006
"The Promise (2017)";7067064
"The Promotion";365928
"The Proposal";145654234
"The Protector (2006)";12019329
"The Punisher";27196000
"The Purge";64317350
"The Purge: Anarchy";71077410
"The Purge: Election Year";78392445
"The Pursuit of Happyness";153915542
"The Pyramid";2692919
"The Queen";53240000
"The Quiet American";12332378
"The Quiet Ones";8488663
"The Railway Man";4410634
"The Raven";15976908
"The Reader";34167408
"The Real Cancun";2590796
"The Reaping";25102988
"The Reckoning";257177
"The Recruit";52653889
"The Replacement Killers";18215307
"The Replacements";32403140
"The Resurrection of Gavin Stone ";2133207
"The Return";7652898
"The Revenant";183520233
"The Ring";128430388
"The Ring Two";75636500
"The Ringer";35257379
"The Rite";33012013
"The RM";59345
"The Road";8082704
"The Road to El Dorado";50016489
"The Rock";125297353
"The Rocker";6386457
"The Romantics";106524
"The Rookie";72302746
"The Roommate";35928760
"The Royal Tenenbaums";49715117
"The Ruins";17330099
"The Rum Diary";12975498
"The Runaways";3571735
"The Rundown";47592825
"The Running Man";25350952
"The Salesman";1477882
"The Salton Sea";644315
"The Santa Clause 2";136568619
"The Santa Clause 3: The Escape Clause";83549047
"The Sapphires";2393082
"The Savages";6104306
"The Science of Sleep";4610913
"The Score";50767003
"The Scorpion King";88455460
"The Sea of Trees";2894
"The Seasons in Quincy: Four Portraits of John Berger";21338
"The Second Best Exotic Marigold Hotel";33002213
"The Second Chance";383791
"The Secret in their Eyes (2015)";20070622
"The Secret Life of Bees";37720669
"The Secret Life of Pets";367899045
"The Secret Life of Walter Mitty";57817329
"The Secret Lives of Dentists";1900062
"The Secret of Kells";643094
"The Secret World of Arrietty";15081959
"The Seeker: The Dark Is Rising";8771077
"The Sense of an Ending";1176011
"The Sentinel";36191866
"The September Issue";3790194
"The Servant (2013 re-release)";28836
"The Sessions";5978983
"The Shack";57011066
"The Shaggy Dog";51251021
"The Shallows";54824957
"The Shape of Water";15670177
"The Signal (2014)";567972
"The Silence of Mark Rothko";416
"The Simpsons Movie";183095213
"The Singing Detective";336381
"The Sisterhood of the Traveling Pants";38954144
"The Sisterhood of the Traveling Pants 2";44060904
"The Sitter";30224075
"The Sixth Sense";272453101
"The Skeleton Key";47346705
"The Skeleton Twins";5264192
"The Skulls";35032845
"The Slammin' Salmon";38920
"The Smurfs";138547290
"The Smurfs 2";65336003
"The Snowman";6144535
"The Social Network";96929352
"The Soloist";31565237
"The Sorcerer's Apprentice";50646644
"The Space Between Us";7858962
"The Spectacular Now";6834256
"The Spiderwick Chronicles";70921462
"The Spirit";13067406
"The SpongeBob Movie: Sponge Out of Water";162146814
"The SpongeBob SquarePants Movie";85289608
"The Spy Next Door";24268808
"The Square";385325
"The Star";39963949
"The Stepfather (2009)";23720712
"The Stepford Wives";59365166
"The Stone Angel";450768
"The Stoning of Soraya M.";635194
"The Story of Us";22256765
"The Strangers";51613210
"The Stray";1573805
"The Stroller Strategy";3255
"The Student";881
"The Sum of All Fears";105370399
"The Sweetest Thing";21796990
"The Switch";17484054
"The Taking of Pelham 1 2 3";64202096
"The Tale of Despereaux";50779070
"The Tale of The Princess Kaguya";679334
"The Talented Mr. Ripley";29571126
"The Tales of Hoffmann (2015 re-issue)";66413
"The Tempest";223653
"The Terminal";75770784
"The Texas Chainsaw Massacre";58936713
"The Texas Chainsaw Massacre: The Beginning";38431000
"The Theory of Everything";34873112
"The Thing (2011)";16207505
"The Thirteenth Floor";4278452
"The Thomas Crown Affair";66363479
"The Three Musketeers (2011)";19959813
"The Three Stooges";44254232
"The Tigger Movie";43503886
"The Tillman Story";793549
"The Time Machine";56119710
"The Time Traveler's Wife";63412274
"The To-Do List";2273814
"The Topp Twins: Untouchable Girls";24603
"The Tourist";49966965
"The Town";92155037
"The Transporter";25272510
"The Transporter Refueled";15985008
"The Tree of Life";12893530
"The Truth About Charlie";2902605
"The Tuxedo";49988277
"The Twilight Saga: Breaking Dawn Part 1";280565334
"The Twilight Saga: Breaking Dawn Part 2";292184928
"The Twilight Saga: Eclipse";300342944
"The Twilight Saga: New Moon";296622442
"The U.S. Vs. John Lennon";1109146
"The Ugly Truth";85911838
"The Ultimate Life";1313053
"The Unborn (2009)";42611910
"The Uninvited";28584581
"The United States of Leland";341755
"The Unknown Known";269129
"The Unknowns";27370
"The Upside of Anger";17577000
"The Vatican Tapes";1298797
"The Vigilante Diaries";1991
"The Village";110841331
"The Virginity Hit";486626
"The Visit";64285270
"The Visitor";9416210
"The Vow";123397434
"The Walk";240379
"The Wall";1791591
"The Warrior's Way";5664721
"The Watch";34287284
"The Watcher";28937185
"The Water Diviner";4193843
"The Water Horse: Legend of the Deep";39647464
"The Way";4154203
"The Way Back";2222489
"The Way Home";443937
"The Way, Way Back";21480471
"The Weather Man";12383869
"The Wedding Date";31626995
"The Wedding Plan";1407985
"The Wedding Planner";52854026
"The Wedding Ringer";62842087
"The Whole Nine Yards";29820021
"The Whole Ten Yards";16191235
"The Wicker Man";23540572
"The Wicker Man - Final Cut";40030
"The Wild";28510753
"The Wild Life (2016)";7814135
"The Wild Thornberrys";39882246
"The Wind Rises";903692
"The Winding Stream";32875
"The Witch";17102975
"The Wizard of Oz (3D/IMAX)";5120816
"The Wizard of Oz (NCM Fathom Events)";910000
"The Wolf of Wall Street";116874284
"The Wolfman";61969125
"The Wolverine";132547504
"The Woman in Black";54324836
"The Woman in Black 2: Angel of Death";26456618
"The Woman in the Fifth";96998
"The Women (2008)";26768063
"The Woodsman";130790
"The Words";11434867
"The Work";4820
"The World's End";26002057
"The Wrestler";26221216
"The X-Files";83140760
"The X-Files: I Want to Believe";20837515
"The Yes Men";33038
"The Young & Prodigious T.S. Spivet";99761
"The Young Messiah";6387214
"The Young Victoria";10827264
"The Zookeeper's Wife";17212771
"Their Finest";3444538
"Thelma";132011
"There Will Be Blood";40222143
"They are We";660
"They Come to America";3775
"Things We Lost in the Fire";3071382
"Think Like a Man";91303507
"Think Like a Man Too";49208336
"Thirst";17388
"Thirteen";4589737
"This Ain't No Mouse Music!";28562
"This Christmas";48840289
"This Is 40";67544505
"This is the End";96855424
"This is Where I Leave You";34290142
"This Means War";54734738
"This Must Be the Place";123462
"Thomas and the Magic Railroad";7167821
"Thor";180580795
"Thor: Ragnarok";311225150
"Thor: The Dark World";202651732
"Three Billboards Outside Ebbing, Missouri";24164629
"Three Kings";53729398
"Three to Tango";7689192
"Three... Extremes";43348
"Throw Down Your Heart";45148
"Thunder Soul";143624
"Thunderbirds";1943865
"Tiger Zinda Hai";4572231
"Til Death Do Us Part";3430571
"Till Human Voices Wake Us";118062
"Tim Burton's Corpse Bride";53091690
"Tim Burton's The Nightmare Before Christmas in 3-D (2006)";6434514
"Tim Burton's The Nightmare Before Christmas in 3-D (2008 re-issue)";643996
"Tim Burton's The Nightmare Before Christmas in Disney Digital 3-D (2007 re-issue)";11083625
"Tim Timmerman, Hope of America";87726
"Timbuktu";990333
"Timeline";19431683
"Tinker, Tailor, Soldier, Spy";23372267
"Titanic";600682801
"Titanic 3D";57825351
"TMNT";53942671
"To Save a Life";2569955
"To the Arctic (IMAX)";12928018
"Together";1059181
"Toilet: Ek Prem Katha";1721252
"Tommy's Honour";568994
"Tomorrow";42922
"Tomorrow When the War Began";4936
"Tomorrowland";90459149
"Tonight You're Mine";6255
"Tooth Fairy";59965649
"Top Five";25301686
"Torque";21141279
"Tosca's Kiss (2014 re-release)";14473
"Total Recall";116208296
"Total Recall (2012)";58731578
"Touchback";184800
"Touched with Fire";140257
"Towelhead";304221
"Tower Heist";78028305
"Town & Country";3255238
"Toy Story";183489944
"Toy Story 2";242409803
"Toy Story 3";405931112
"Toys in the Attic";59777
"Tracks (2014)";461250
"Trade";118086
"Traffic";57903120
"Trainwreck";109820025
"Traitor";23323985
"Trance";2314803
"Transamerica";9014692
"Transcendence";22916924
"Transformers";318821775
"Transformers: Age of Extinction";245382033
"Transformers: Dark of the Moon";352073903
"Transformers: Revenge of the Fallen";401790274
"Transformers: The Last Knight";128866562
"Transporter 2";42864255
"Transporter 3";31675631
"Trapped";5854836
"Treasure Planet";33767017
"Trespass";12534375
"Triple 9";12526685
"Tristan and Isolde";14672863
"Trolls";153487841
"Tron Legacy";166889977
"Trophy";15603
"Tropic Thunder";110170771
"Trouble with the Curve";35698417
"Troy";132910214
"True Grit";170127954
"True Story";4207452
"Trumbo (2015)";7851324
"Trust Fund";35435
"Trust the Man";1527290
"Trying to Get Good: The Jazz Odyssey of Jack Sheldon";3328
"Tuck Everlasting";14615057
"Tulip Fever";2416747
"Tupac: Resurrection";7474138
"Turbo";83003654
"Turbo Kid";34389
"Turistas";6947433
"Turtle: The Incredible Journey";375247
"Twilight";191457159
"Twins";110598607
"Twisted";25084944
"Two Brothers";18420465
"Two for the Money";22207995
"Two Night Stand";17035
"Two Weeks Notice";93350851
"Tyler Perry's A Madea Christmas";52364911
"Tyler Perry's Boo 2! A Madea Halloween";47058878
"Tyler Perry's Daddy's Little Girls";25912675
"Tyler Perry's Diary of a Mad Black Woman";49783315
"Tyler Perry's Good Deeds";34877262
"Tyler Perry's I Can Do Bad All By Myself";45427453
"Tyler Perry's Madea's Big Happy Family";52898649
"Tyler Perry's Madea's Family Reunion";62491854
"Tyler Perry's Madea's Witness Protection";65112811
"Tyler Perry's Madea Goes to Jail";89229892
"Tyler Perry's Meet the Browns";41771399
"Tyler Perry's Temptation: Confessions of a Marriage Counselor";50814857
"Tyler Perry's The Family That Preys";33226889
"Tyler Perry's The Single Moms Club";15972319
"Tyler Perry's Why Did I Get Married Too?";59982629
"Tyler Perry's Why Did I Get Married?";54990336
"Tyler Perry Presents Peeples";8992602
"Typhoon";138894
"U-571";76698445
"U2 3D";5305000
"Udaan";6997
"Ultraviolet";18476487
"Un Flic (2013 re-release)";32361
"Un Gallo con Muchos Huevos";8882687
"Un Padre No Tan Padre";2115215
"Unaccompanied Minors";16621445
"Unbreakable";89525340
"Unbroken";115465640
"Undefeated (2012)";558506
"Under the Same Moon";12579557
"Under the Sea 3D";25247352
"Under the Sun (2016)";95114
"Under the Tuscan Sun";38520257
"Undercover Brother";37351590
"Underdog";38012886
"Underdogs";31997
"Undertow";58413
"Undertow (2010)";40113
"Underworld";51235439
"Underworld Awakening";62223100
"Underworld: Blood Wars";30325388
"Underworld: Evolution";61553716
"Underworld: Rise of the Lycans";45670354
"Undiscovered";883867
"Undisputed";7450197
"Unfaithful";52677129
"Unfinished Business";10149960
"Unfinished Song";1698952
"Unforgettable (2017)";11364102
"Unforgiven";100683923
"Unfriended";26543665
"United 93";31431055
"Unknown";63629707
"Unleashed";22305000
"Unstoppable";81530672
"Until Forever";30236
"Until Forever (Por Siempre)";62926
"Untraceable";28544589
"Up";285219693
"Up in the Air";83790090
"Uptown Girls";36669253
"V for Vendetta";70143698
"Vacancy";14098431
"Vacation";58554508
"Valentine's Day";110460455
"Valerian and the City of a Thousand Planets";39825419
"Valiant";12856858
"Valkyrie";83069215
"Vampire Academy";7786523
"Vampires Suck";36645305
"Van Helsing";120001890
"Vanilla Sky";68620000
"Vanishing Time: A Boy Who Returned";47652
"Vantage Point";69424609
"Vera Drake";788198
"Veronica Mars";3198289
"Vertical Limit";49835304
"Vettai";180045
"Vicky Cristina Barcelona";23159218
"Victor";84928
"Victor Frankenstein";3763044
"Victoria and Abdul";22233285
"Vidal Sassoon: The Movie";85974
"View from the Top";12447828
"Violet Tendencies";11591
"Virginia";11768
"Voiceless";413487
"Volver";9225000
"W.";25517500
"W.E.";576524
"Wa-shoku: Beyond Sushi";12240
"Waist Deep";12866000
"Waiting for \"Superman\"";6268798
"Waiting...";15649950
"Waitress";19032735
"Wake Up Sid";716585
"Waking Sleeping Beauty";42108
"Walk Hard: The Dewey Cox Story";13075101
"Walk the Line";119369678
"Walk With Me";628488
"Walking Tall";45860039
"Walking with Dinosaurs";36053507
"WALL-E";217973943
"Wall Street: Money Never Sleeps";52408390
"Wallace and Gromit: The Curse of the Were-Rabbit";55969163
"Wanderlust";17238855
"Wanted";133980970
"WAR";22466994
"War Dogs";42679043
"War Eagle, Arkansas";83705
"War for the Planet of the Apes";146802416
"War Horse";79101101
"War of the Buttons (2012)";41119
"War of the Worlds";234147465
"War Room";66740938
"Warcraft";45288925
"Warm Bodies";66283788
"Warrior";13652638
"Wasabi";19484
"Washington Heights";116705
"Watchmen";107117216
"Water";3118437
"Water for Elephants";58664100
"Watermark";68466
"Wazir";1121009
"We're the Millers";150349428
"We Are Family";638144
"We Are Marshall";43482242
"We Are What We Are";81381
"We Are Your Friends";1971201
"We Bought a Zoo";75588396
"We Don't Live Here Anymore";1985423
"We Love You, Sally Carmichael!";113284
"We Own the Night";25998285
"We Steal Secrets: The Story of Wikileaks";50090
"We Were Soldiers";67601100
"Wedding Crashers";189457000
"Welcome Home Roscoe Jenkins";42174670
"Welcome to Collinwood";325188
"Welcome to Mooseport";14353331
"Went The Day Well? (2011 re-release)";35093
"Were the World Mine";119437
"Wes Craven Presents: They";6605000
"Whale Rider";20684927
"What's Your Number?";13860303
"What's Your Rashee?";198014
"What a Girl Wants";35809818
"What Happens in Vegas";80262963
"What If (2014)";2897090
"What Lies Beneath";155463516
"What to Expect When You're Expecting";41126697
"What Women Want";110187561
"When a Stranger Calls";45713194
"When in Rome";30861655
"When Marnie Was There";551616
"When the Bough Breaks";29659661
"When the Game Stands Tall";30093918
"Where Hope Grows";1098544
"Where in the World Is Osama Bin Laden?";281680
"Where the Wild Things Are";77175874
"Whip It";13022075
"Whiskey Tango Foxtrot";21773817
"White Chicks";68095571
"White House Down";72676663
"White Noise";53825690
"White Oleander";16282149
"Whiteout";10187917
"Who's Your Caddy?";5685897
"Who the #$&% Is Jackson Pollock";13710
"Why Him?";59554274
"Wicker Park";12924439
"Wild (2014)";37426999
"Wild Hogs";163605732
"Wild Target";78364
"Wild Wild West";113654109
"Wildflower (Secretos del Alma)";17427
"Willard";6879052
"Wilson";509763
"Wimbledon";13098555
"Win a Date with Tad Hamilton!";16964743
"Win Win";10132538
"Wind Chill";23159
"Wind River";33797213
"Windtalkers";33175859
"Winged Migration";95155
"Winnie the Pooh";22435490
"Winter's Bone";6504658
"Winter's Tale";12593233
"Winter Solstice";316714
"Wish I Was Here";3576965
"Wish Upon";13074025
"Without a Paddle";58085096
"Witless Protection";2794394
"Wolf Creek";16175048
"Wolf Warrior 2";290764
"Woman in Gold";33281789
"Woman Thou Art Loosed!: On the 7th Day";1089827
"Woman, Thou Art Loosed";6595799
"Won't Back Down";5270406
"Wonder";121559294
"Wonder Boys";6582742
"Wonder Wheel";1306606
"Wonder Woman";412548624
"Wonderstruck";1022543
"Woodlawn";14393115
"Woodshock";25307
"Words and Pictures";2128617
"World Trade Center";69956324
"World War Z";202285264
"Wrath of the Titans";83065752
"Wreck-It Ralph";186816706
"Wrong Turn";14165253
"X-Men";156908965
"X-Men Origins: Wolverine";179864899
"X-Men: Apocalypse";152597455
"X-Men: Days of Future Past";233899529
"X-Men: First Class";146157476
"X-Men: The Last Stand";234263625
"X2: X-Men United";214901352
"XX/XY";49028
"XXX";139861954
"XXX: State of the Union";9611444
"xXx: The Return of Xander Cage";44677517
"Yaavarum Nalam";36340
"Year of the Dog";1488794
"Year One";42653821
"Yellow Day (2015)";30697
"Yes Man";97686204
"Yogi Bear";99994211
"You're Next";18412259
"You've Got Mail";63762374
"You Again";10885067
"You Don't Mess with the Zohan";99864677
"You Got Served";38145620
"You Kill Me";441000
"You, Me and Dupree";75589360
"You, the Living";5424
"Young Adult";16204066
"Young@Heart";3881881
"Your Highness";20981475
"Your Name.";4994389
"Yours, Mine and Ours";52734387
"Youth";2516402
"Youth in Revolt";15204039
"Yu-Gi-Oh! The Dark Side of Dimensions";785715
"Yu-Gi-Oh! The Movie";19762690
"Yves Saint Laurent";579492
"Z (40th anniv. re-issue)";80508
"Z for Zachariah";62962
"Zack and Miri Make a Porno";31213743
"Zathura";26162699
"Zero Dark Thirty";95720716
"Zodiac";33055714
"Zombeavers";12820
"Zombieland";70436373
"Zookeeper";79752593
"Zoolander 2";28848693
"Zootopia";341264012
